R238726,R176578
R197403,R215348
R557104,R498609
R789127,R746025
R598646,R171868
R744067,R936170
R671607,R438890
R579681,R952281
R553260,R937668
R217338,R681395
R331076,R114609
R903564,R317211
R967453,R475419
R543994,R655836
R629773,R792622
R532587,R125946
R323217,R359960
R347298,R232876
R488414,R586770
R553200,R109700
R611201,R152551
R835684,R266669
R834705,R292517
R312307,R667985
R757201,R361772
R815358,R717818
R101916,R529957
R767347,R723815
R169089,R151079
R396358,R259063
R377697,R611971
R939568,R323382
R699793,R712300
R481951,R770455
R204141,R280901
R243748,R695293
R631662,R199406
R151420,R243666
R376123,R466751
R690996,R314263
R822562,R822059
R288524,R295205
R709971,R653707
R248575,R944571
R727547,R167698
R708120,R578116
R430930,R686268
R249930,R832254
R219848,R807011
R808263,R738200
R173531,R875539
R428368,R221951
R890606,R562918
R709744,R645054
R331236,R801964
R937089,R959159
R164544,R693147
R709406,R492497
R186560,R882812
R956569,R668210
R733460,R415333
R524850,R873138
R360616,R493510
R258014,R458168
R211615,R462288
R988970,R516141
R458363,R448863
R390012,R128362
R800228,R768229
R824368,R418269
R194884,R287693
R614846,R544051
R945636,R482733
R703181,R892903
R274611,R455266
R106781,R483329
R508920,R511898
R495230,R464995
R813587,R625119
R803469,R195688
R181297,R523412
R597165,R874292
R958741,R123871
R725989,R214776
R179882,R865042
R486205,R605053
R527932,R254203
R928759,R746466
R171049,R732687
R878844,R647136
R690701,R410848
R470937,R168014
R124780,R735469
R139624,R694658
R201217,R707973
R666491,R738377
R470084,R336304
R204989,R401159
R282502,R431151
R127298,R210616
R832316,R816002
R714779,R554827
R981530,R575962
R204076,R309474
R333871,R415530
R616199,R567246
R271960,R473840
R111011,R455951
R989009,R469881
R952418,R289750
R258732,R615914
R578640,R934675
R674050,R647059
R419616,R327503
R124109,R892083
R285077,R989436
R223665,R341607
R807536,R772110
R810022,R132383
R988288,R278594
R637083,R133441
R336299,R734270
R472971,R320642
R914419,R585581
R949560,R180166
R292961,R151796
R959079,R313121
R990942,R128433
R358223,R104788
R532300,R106141
R179261,R458747
R883946,R464964
R335035,R744186
R504062,R596605
R581242,R995322
R795066,R531572
R938026,R199840
R540218,R439880
R856439,R392577
R121803,R960901
R557389,R282453
R137727,R394728
R323433,R563294
R757574,R708416
R312452,R273060
R690525,R553542
R310366,R499059
R970322,R165624
R446759,R470583
R885213,R426519
R926598,R966792
R194336,R978382
R666984,R599652
R965561,R945372
R693560,R640766
R618599,R386521
R583789,R284584
R884146,R180239
R703481,R513354
R406121,R586931
R676961,R796653
R925515,R115695
R485353,R823640
R120090,R430366
R720087,R223449
R659960,R900917
R652109,R108607
R753484,R177467
R226084,R267180
R579277,R505599
R325138,R384537
R289525,R779073
R956405,R120722
R799554,R119558
R381928,R124120
R686815,R444413
R477174,R938138
R831855,R359720
R403882,R976633
R155650,R828732
R890571,R918074
R252055,R931123
R216989,R742278
R846092,R359996
R928807,R770876
R470257,R414158
R310028,R286617
R530206,R360246
R523175,R110756
R967057,R513236
R378087,R984665
R665381,R707423
R239131,R467952
R689528,R210823
R242346,R460225
R815161,R720983
R146462,R595977
R731711,R705731
R897294,R211636
R264505,R459014
R410918,R103223
R840572,R485447
R510855,R802817
R873685,R183792
R660338,R368824
R274339,R939843
R933514,R719734
R583586,R528068
R432459,R268009
R775570,R909979
R475657,R170499
R120658,R591565
R263620,R622933
R390068,R299136
R785448,R912534
R186759,R480025
R190832,R602881
R539912,R640285
R850317,R775923
R611596,R184360
R108331,R844041
R998276,R985201
R343152,R267201
R745315,R651120
R236624,R812031
R167893,R300256
R268078,R642970
R828231,R119474
R278253,R430286
R363311,R454640
R745252,R658352
R936364,R332760
R612472,R633366
R188637,R130977
R196744,R803730
R172649,R946557
R283384,R198188
R305492,R518553
R931470,R497278
R958895,R274294
R643707,R265998
R833415,R375460
R361263,R717742
R901828,R673643
R646791,R822527
R251976,R300903
R756234,R697239
R556524,R993732
R452381,R730698
R424854,R588091
R822452,R593378
R929357,R277078
R235207,R829952
R465603,R588034
R481606,R393848
R407129,R573112
R705943,R574847
R234997,R482333
R547829,R828584
R438819,R459633
R105160,R256889
R150354,R214966
R526070,R495043
R934888,R819633
R156703,R263164
R665838,R996884
R592341,R252914
R396168,R601253
R243194,R446704
R602867,R611773
R949138,R362585
R364456,R654320
R538602,R887644
R948331,R291327
R309340,R532615
R329119,R175499
R508536,R882576
R107632,R810476
R949318,R201518
R418073,R276704
R767560,R593123
R639511,R992535
R335687,R691675
R702942,R111232
R772373,R695846
R790321,R258175
R772031,R856905
R974465,R698462
R184474,R343470
R734022,R857757
R929011,R729333
R156397,R440592
R658043,R995805
R336174,R445786
R970018,R884252
R967454,R899307
R917522,R436091
R777002,R105354
R609379,R217367
R241573,R375371
R816325,R241689
R629404,R740868
R253335,R130672
R937887,R812206
R271852,R763396
R116297,R751546
R568959,R582330
R486355,R719087
R393071,R948809
R163675,R405612
R571845,R273699
R392607,R537216
R597695,R661985
R908403,R671737
R731515,R613793
R587394,R839233
R451679,R207322
R272557,R625386
R891554,R587354
R454126,R917035
R470376,R302652
R101053,R772422
R434026,R176599
R866848,R568046
R957664,R947296
R829059,R206685
R361856,R440997
R505738,R361936
R193369,R900395
R384042,R563050
R442635,R239182
R682027,R976676
R293522,R899104
R180399,R868813
R256505,R205289
R462171,R145892
R343158,R372940
R579062,R445441
R345832,R136131
R997912,R930057
R617426,R267539
R188707,R431454
R277392,R951955
R606138,R127238
R390804,R647588
R919015,R604409
R733979,R925218
R616018,R979584
R478715,R305530
R630164,R289688
R904175,R343054
R118510,R554079
R453702,R635016
R653039,R699091
R546649,R101628
R345325,R671775
R293891,R952425
R536238,R582841
R660016,R157794
R511480,R760464
R378276,R953072
R493953,R921071
R526896,R796628
R922315,R875974
R878174,R349479
R169772,R164180
R934338,R889988
R368304,R292285
R621136,R581126
R450095,R649000
R465978,R848136
R194902,R302727
R704493,R343269
R290884,R522546
R879707,R648789
R894187,R504389
R912725,R220134
R945704,R443561
R805919,R868845
R808905,R785741
R604615,R482098
R916339,R120945
R839573,R774545
R226784,R571929
R495756,R518271
R281212,R596525
R723518,R285960
R535165,R102565
R159664,R193266
R616157,R565239
R550983,R703652
R568110,R907776
R766653,R634159
R603887,R920555
R115568,R948062
R851545,R775266
R356347,R549927
R183564,R244282
R648316,R223788
R330748,R441636
R845139,R496347
R313199,R447923
R401831,R782337
R585772,R245297
R732673,R404135
R567283,R647608
R348971,R673235
R599764,R591350
R783384,R379530
R498270,R580601
R418583,R541157
R958364,R123844
R577774,R511721
R767101,R726130
R224267,R303048
R999288,R824467
R353697,R171502
R508957,R861253
R582171,R684617
R717477,R872457
R309177,R728150
R886450,R534772
R273062,R793825
R698345,R638145
R540231,R644892
R190758,R801054
R870510,R506638
R408841,R326377
R419558,R140307
R386261,R378076
R313679,R774444
R594569,R771041
R687770,R646547
R726597,R598112
R596223,R592082
R665571,R697259
R549296,R641380
R833543,R339072
R521232,R919580
R323765,R368833
R139155,R331602
R660995,R566889
R750105,R314058
R420480,R651053
R316930,R573641
R614071,R484037
R606381,R530394
R459819,R668919
R224305,R969539
R462970,R172780
R600457,R528144
R118662,R637005
R478655,R841605
R201991,R683103
R283022,R742091
R550213,R441540
R639230,R125548
R579487,R519723
R227770,R568232
R891006,R778958
R716480,R349724
R646180,R455678
R498832,R164191
R717348,R319539
R976505,R240836
R263364,R368667
R589917,R559734
R401268,R850615
R670660,R101050
R163636,R938213
R704923,R950856
R509605,R156181
R331771,R460780
R161463,R394074
R862180,R858491
R677442,R852225
R653194,R791229
R201074,R509844
R155991,R246389
R169478,R906365
R534837,R718975
R637793,R318491
R609233,R850230
R578236,R352518
R443202,R626632
R744944,R994890
R863644,R390800
R239112,R142519
R459868,R923390
R788853,R300881
R842660,R333443
R887574,R267584
R857623,R743159
R464686,R785002
R747270,R435021
R333735,R469265
R174478,R412134
R950003,R155286
R490453,R749284
R563397,R205858
R494855,R536292
R726068,R547226
R683846,R631414
R727564,R660202
R821692,R644705
R900862,R577637
R806798,R739428
R321685,R859650
R439043,R395944
R747233,R241468
R678856,R909001
R665965,R825750
R276223,R698342
R697906,R185405
R175638,R695558
R612517,R313359
R525313,R783521
R163015,R411051
R865203,R465828
R863019,R135417
R347491,R366112
R204802,R328844
R101181,R709666
R524880,R320635
R822645,R755540
R624986,R460349
R530367,R442060
R837285,R868029
R846359,R140671
R657887,R713411
R440937,R383647
R940655,R739540
R522961,R975495
R243888,R439254
R814809,R474507
R821666,R164868
R770325,R253908
R858750,R347385
R337203,R255326
R342512,R848222
R230799,R742405
R482187,R724906
R749781,R883999
R366606,R472768
R323400,R680929
R256875,R101092
R427108,R142902
R748834,R707587
R664016,R431277
R467749,R555138
R657768,R306631
R188102,R613368
R571414,R280503
R455074,R636547
R975835,R905647
R939922,R941292
R504095,R738453
R294519,R955843
R325455,R332962
R322611,R785934
R500378,R664210
R208762,R971840
R628486,R706122
R264601,R328224
R214384,R211429
R107593,R535779
R290364,R752611
R703329,R193467
R442784,R307578
R532609,R296370
R474606,R284050
R470560,R409082
R497998,R110278
R500267,R450636
R635360,R470339
R223360,R342314
R190179,R490103
R351977,R994548
R166467,R423399
R836635,R401774
R284014,R369008
R399877,R342526
R360464,R488832
R326797,R923034
R204661,R879082
R468102,R915860
R779783,R735565
R245868,R510093
R431084,R252174
R207108,R521890
R579174,R855622
R645333,R330620
R204526,R435117
R681152,R819634
R349885,R517599
R685878,R554447
R969425,R614291
R393223,R263830
R723683,R278452
R132761,R339242
R928652,R856135
R855672,R912255
R688557,R425804
R843791,R780589
R877659,R546894
R977356,R296584
R626624,R372595
R504550,R438950
R754686,R943910
R964852,R409099
R987135,R141138
R143407,R473893
R481712,R739750
R534294,R420799
R580899,R289471
R129964,R515029
R133188,R867985
R765763,R340151
R760767,R305759
R892913,R951273
R445678,R443451
R806313,R444694
R506777,R646037
R626049,R281481
R170505,R256624
R231173,R218620
R329062,R369595
R461589,R126673
R657858,R166482
R639323,R650667
R345372,R742481
R683580,R257542
R151453,R629582
R547106,R659908
R979431,R103480
R581877,R586512
R226493,R285791
R677687,R666819
R933730,R425541
R579833,R357285
R343701,R385612
R530820,R728579
R621681,R795308
R100099,R271724
R760012,R576956
R375311,R735330
R779177,R322332
R454729,R109571
R605250,R514573
R590722,R255171
R459386,R210489
R366510,R616105
R542482,R321229
R443894,R878755
R437362,R451087
R411411,R702491
R748914,R484741
R933058,R891077
R591195,R825527
R406374,R157710
R786181,R188391
R748830,R113863
R994851,R327254
R175747,R182504
R457037,R684191
R421254,R297316
R301492,R184670
R285767,R601281
R466590,R685568
R330776,R449127
R219778,R776607
R472218,R507540
R126967,R240299
R868911,R489262
R781958,R423009
R848774,R561744
R894266,R825099
R375336,R609520
R259473,R637174
R327333,R365968
R972905,R205333
R486529,R242514
R150580,R701903
R928709,R266811
R281191,R537811
R713894,R838703
R752634,R835765
R463096,R157368
R415312,R816143
R825444,R180657
R100442,R828575
R386989,R839033
R187343,R261144
R460281,R308095
R620349,R237407
R183139,R658916
R101287,R727817
R864119,R824919
R710846,R540584
R650095,R534263
R605163,R161854
R386339,R221700
R827897,R736060
R611198,R846191
R122943,R534192
R423446,R838963
R772495,R966205
R130813,R341232
R755667,R394632
R304781,R409399
R704434,R898036
R511100,R978175
R864105,R699892
R508245,R198978
R547848,R907705
R155184,R527429
R297612,R507441
R755847,R347669
R796278,R839959
R522268,R115833
R854475,R718834
R282369,R867859
R729465,R563379
R643723,R486953
R979577,R717071
R920778,R891435
R313864,R206682
R918777,R379693
R954693,R543601
R412418,R172534
R150449,R746522
R282276,R449257
R658315,R311076
R460754,R804503
R570893,R602447
R641701,R517633
R257149,R727806
R393378,R772046
R520318,R363207
R868413,R146632
R991153,R359701
R814066,R823954
R477009,R832724
R920013,R423386
R297278,R139363
R182401,R819342
R879221,R136602
R387642,R450235
R282291,R503662
R545558,R767899
R281680,R365099
R914306,R913865
R712065,R254912
R583593,R239322
R995462,R619478
R150846,R628525
R690307,R966452
R461437,R392895
R793326,R423768
R739357,R933255
R943606,R728557
R923930,R683642
R476772,R720319
R666583,R340766
R441913,R721311
R162069,R314752
R433560,R411122
R122818,R934988
R424178,R404808
R172334,R836534
R150123,R805306
R672010,R186348
R490883,R931839
R345520,R373208
R407566,R792713
R817857,R377008
R842203,R770873
R835587,R866418
R173354,R680932
R374334,R185252
R958856,R963065
R454814,R141876
R655921,R854046
R362513,R801724
R905114,R978467
R170948,R622928
R338610,R754251
R296712,R287039
R831266,R233827
R340393,R404987
R578796,R229987
R213529,R373739
R790410,R750879
R694177,R888248
R716485,R351751
R712544,R609173
R251557,R483361
R206173,R963763
R397493,R355272
R597102,R512727
R795808,R576223
R907031,R151701
R465547,R265337
R729154,R474272
R494923,R576388
R997311,R488871
R407188,R278732
R467819,R634798
R285313,R794812
R673981,R468244
R215862,R733469
R547590,R784640
R849086,R481241
R842335,R365393
R135844,R746381
R106943,R649856
R819617,R612270
R636106,R572902
R610162,R500712
R309329,R375352
R904831,R175001
R574580,R813959
R759290,R518385
R530022,R729784
R221421,R834697
R845874,R269440
R535264,R203444
R198860,R149505
R583692,R876930
R125895,R846421
R663722,R962354
R609242,R809576
R256215,R116741
R591004,R698538
R998862,R953657
R116020,R297079
R464195,R556470
R209493,R846315
R596228,R274375
R314903,R720494
R815123,R963202
R595804,R202046
R613639,R984685
R471656,R735626
R293750,R545925
R467778,R335498
R945761,R582776
R218196,R793628
R271854,R324772
R433235,R645743
R460747,R457321
R468094,R694242
R957141,R414223
R808545,R145676
R721273,R918844
R366090,R870883
R426060,R340951
R158261,R289257
R733992,R670028
R252731,R567633
R255703,R448659
R502903,R713025
R676983,R599532
R613564,R615847
R669788,R356915
R562546,R850467
R864531,R920771
R511540,R904071
R505488,R396225
R839331,R101003
R352371,R759219
R139512,R550250
R243290,R362795
R337415,R635072
R962390,R138095
R437368,R686241
R639585,R579905
R753540,R937720
R769620,R713176
R634654,R393500
R119550,R909440
R790412,R555090
R867194,R149917
R403573,R131466
R857825,R464299
R434150,R570948
R738970,R230787
R598906,R696787
R860868,R317207
R149731,R705730
R688929,R418802
R625917,R119487
R108976,R413419
R981289,R489925
R932259,R467756
R796229,R887435
R240455,R100762
R983528,R830922
R303256,R216377
R939628,R104215
R713397,R981897
R627244,R824653
R349050,R450047
R194046,R439314
R661105,R707286
R252168,R337285
R785903,R215575
R247216,R924205
R281665,R281859
R785086,R815820
R972375,R585046
R766083,R398583
R262544,R643037
R171318,R110709
R720027,R301749
R348815,R824029
R727872,R382137
R865326,R124583
R174342,R442792
R406612,R144555
R235612,R125687
R828273,R897914
R325228,R403544
R554146,R292366
R847870,R877388
R741619,R187326
R285475,R403136
R894978,R987790
R805974,R708368
R140754,R650680
R880375,R214598
R989295,R794215
R975430,R112719
R305324,R582384
R659312,R879097
R996800,R963248
R718068,R212707
R623136,R168566
R555943,R462829
R619506,R418126
R740859,R335700
R795691,R481232
R620319,R897722
R259078,R612951
R189282,R422329
R683948,R803783
R511772,R458462
R518685,R740382
R385830,R308478
R399824,R349895
R443852,R142889
R791054,R158564
R806583,R550221
R480246,R873898
R216663,R650682
R773076,R189112
R189136,R751905
R427950,R303642
R298378,R499895
R598078,R615060
R793606,R412971
R832369,R578010
R278770,R191910
R215103,R667428
R530800,R495426
R326570,R714857
R609677,R548877
R987325,R892288
R941751,R584666
R523570,R435624
R517607,R711392
R781437,R243138
R963271,R362082
R678500,R447799
R231305,R127647
R555359,R845317
R138109,R830789
R253634,R649378
R675873,R496791
R481212,R692269
R239557,R304589
R516571,R991136
R547999,R819190
R228549,R479874
R220759,R387809
R668361,R913053
R870430,R907186
R621341,R119954
R588530,R789865
R991855,R252212
R632419,R442588
R649747,R731924
R249783,R848510
R577447,R892864
R112406,R749874
R229537,R455573
R691233,R617890
R811930,R717008
R327265,R480908
R176344,R871097
R424507,R645904
R707827,R600046
R317724,R436010
R757513,R434400
R933077,R195599
R215705,R743679
R877122,R284489
R903675,R990195
R648463,R223031
R228045,R219527
R421644,R849012
R895330,R111493
R630158,R916017
R317997,R655053
R165863,R789181
R793077,R189119
R152986,R820676
R149955,R609990
R832384,R935815
R364660,R330578
R617724,R432563
R426620,R677256
R287965,R226787
R168141,R850500
R244952,R575045
R249129,R426019
R153349,R916469
R868408,R558327
R853642,R489713
R161102,R393708
R701496,R538807
R995821,R679277
R788742,R670943
R134804,R303945
R587433,R630617
R361232,R367838
R100698,R692245
R625219,R514581
R132004,R340652
R312140,R659100
R464716,R429615
R826547,R200945
R645201,R732906
R247368,R454422
R473377,R162993
R157141,R816657
R242419,R119750
R574003,R627206
R893801,R470931
R315645,R244965
R222970,R222312
R400421,R128514
R832358,R818681
R155199,R636936
R567284,R686423
R959391,R517880
R400448,R461216
R922799,R587161
R598727,R820331
R248431,R640119
R184278,R806777
R553489,R626928
R492828,R746830
R391658,R840031
R239332,R473034
R787414,R938265
R465866,R233145
R586258,R553380
R546507,R985824
R738160,R400030
R409914,R887365
R781882,R502330
R493073,R718378
R111051,R612156
R705443,R148473
R368332,R310429
R359400,R643698
R602093,R233815
R957880,R525364
R354057,R151851
R404382,R766832
R950883,R845300
R685923,R688603
R381957,R156303
R498144,R709118
R801760,R466981
R206398,R213727
R541942,R574815
R308492,R621451
R512666,R117625
R500561,R905452
R424957,R479099
R525802,R848519
R105467,R870448
R927649,R770866
R251032,R939809
R952925,R218525
R683289,R813403
R682509,R465630
R100028,R296741
R891241,R846155
R308048,R163292
R557594,R354870
R554181,R146572
R728617,R679172
R279367,R984020
R474477,R896093
R635106,R762795
R573776,R347746
R965047,R222786
R579712,R562023
R503868,R609370
R504249,R518782
R422825,R693682
R114532,R904701
R704377,R800839
R715026,R345352
R854269,R126976
R782673,R404361
R133922,R939371
R480515,R795055
R402423,R384565
R570779,R615606
R845315,R438691
R262245,R474809
R260199,R738863
R517954,R672578
R140400,R756034
R342376,R668953
R110053,R414367
R143900,R535139
R873087,R673087
R383721,R676662
R751779,R281623
R288996,R727671
R466646,R887495
R485380,R138893
R265243,R605335
R714449,R844257
R682275,R571062
R355848,R256326
R126657,R664171
R888487,R116279
R950254,R840950
R130938,R582659
R847279,R607430
R913082,R468035
R860575,R127583
R401622,R744246
R435217,R590574
R740688,R636484
R228536,R554761
R783080,R745428
R952794,R688811
R698808,R312225
R159821,R339116
R547659,R434102
R288818,R669690
R422060,R378108
R706173,R862734
R781706,R984798
R632064,R795244
R110854,R972937
R309507,R577295
R383870,R787010
R616476,R724688
R376621,R805535
R516604,R539955
R147554,R867007
R299120,R360855
R404167,R663177
R146995,R742581
R912115,R436660
R158743,R781854
R970424,R349469
R460338,R910365
R102220,R825098
R919013,R958790
R270238,R815444
R627235,R809386
R782231,R636965
R226653,R817814
R478530,R946196
R142344,R154568
R630290,R397315
R209927,R379098
R614468,R421588
R640495,R784077
R296100,R960201
R651396,R600477
R129963,R887337
R176831,R778821
R414510,R339326
R601969,R625050
R854005,R665336
R116148,R114195
R773789,R405166
R931713,R560766
R507699,R474489
R312183,R465709
R556606,R850093
R804175,R366688
R402735,R656088
R301919,R375741
R355826,R460353
R925170,R162317
R727169,R318485
R194013,R610079
R666259,R623562
R406944,R959803
R486189,R925028
R635966,R410565
R203438,R175904
R715713,R633396
R418331,R746632
R192113,R536232
R965286,R510858
R676247,R812753
R924128,R804101
R294380,R102165
R563918,R174766
R707799,R110217
R760669,R734092
R419463,R169640
R767050,R878271
R566762,R763188
R757925,R578621
R722288,R288158
R340619,R302489
R690235,R142682
R540826,R220144
R305570,R881240
R718766,R244164
R291450,R327060
R246640,R526880
R627187,R358648
R762885,R887561
R339427,R896136
R209485,R604732
R201823,R907369
R647465,R714794
R178651,R154027
R104739,R520795
R612974,R777759
R396716,R363889
R482235,R115530
R799083,R885813
R822818,R752410
R732201,R427545
R161125,R882725
R463990,R657191
R475236,R330840
R626126,R751631
R442919,R391477
R474123,R475062
R949466,R740361
R869413,R788249
R654312,R367948
R244347,R269765
R323849,R791439
R710098,R804008
R765686,R425486
R760845,R287559
R716050,R248215
R426033,R772994
R613850,R174880
R348849,R694581
R656561,R787776
R775574,R585666
R152205,R945264
R977940,R437867
R962288,R746440
R256717,R960663
R793013,R961063
R656582,R284322
R907179,R606547
R142565,R889100
R944156,R754190
R431759,R276368
R522718,R453538
R796521,R440139
R375701,R782554
R859901,R392080
R272352,R479640
R497842,R576887
R811258,R580310
R590989,R386187
R606501,R671399
R281521,R717707
R380313,R706450
R151696,R160110
R914565,R461336
R879853,R392600
R187496,R191002
R988528,R733305
R915414,R618370
R878805,R658261
R961895,R218499
R996743,R531835
R488426,R807127
R693744,R971178
R955850,R313024
R202423,R631693
R674334,R146918
R720144,R528525
R546110,R264909
R298720,R689610
R806990,R195395
R791180,R954115
R602667,R246388
R690852,R874298
R280777,R782510
R991320,R559375
R691027,R256211
R396269,R546515
R900195,R426467
R494251,R980303
R695429,R757520
R474404,R202501
R995169,R725142
R979968,R959544
R811145,R796832
R748915,R558174
R702065,R440338
R622271,R152844
R589835,R828259
R980875,R515598
R910321,R415697
R222980,R813431
R876213,R733767
R123043,R425837
R259113,R276433
R984392,R914629
R443981,R428431
R397948,R777178
R776689,R972840
R469466,R433803
R906211,R273874
R883730,R192756
R823494,R588408
R674936,R778569
R160207,R607461
R786109,R796186
R369696,R917778
R371870,R746384
R668696,R982162
R764585,R660939
R718965,R819533
R180005,R387518
R546793,R231553
R240685,R476744
R716210,R497881
R929223,R932770
R226093,R869847
R187525,R588582
R807092,R138792
R895979,R185908
R807095,R745218
R182697,R699744
R838752,R652802
R269864,R624043
R940132,R736625
R588832,R687506
R514797,R547138
R657633,R490003
R524885,R619219
R357708,R624375
R180486,R223373
R623596,R336834
R525246,R123168
R158094,R186622
R709995,R925915
R336412,R133557
R282688,R515495
R443447,R792711
R401362,R688166
R127804,R588176
R795559,R641557
R994788,R438709
R174812,R339788
R445892,R827022
R330510,R393173
R164008,R159950
R950796,R702739
R332925,R966462
R548115,R750657
R358201,R370063
R467735,R882449
R112699,R104745
R381657,R291787
R971671,R710343
R104733,R867098
R913615,R344085
R841957,R645929
R854716,R292137
R247140,R660104
R641191,R981324
R226745,R735673
R502944,R167770
R633737,R108526
R217039,R402890
R138110,R887613
R541439,R972450
R157261,R999299
R514038,R452428
R586928,R494282
R401343,R265115
R646614,R894834
R235735,R962926
R221821,R735287
R541453,R962922
R512826,R226459
R657417,R961903
R312932,R962638
R281428,R108990
R570978,R946975
R585702,R459763
R113081,R804032
R319651,R332428
R826674,R111996
R268121,R351930
R170065,R536243
R881074,R242058
R114887,R181981
R934838,R407216
R481607,R279071
R151296,R895697
R300098,R913806
R768807,R717107
R332172,R307520
R562868,R933731
R814368,R325943
R467859,R581329
R311041,R367492
R846296,R644162
R140504,R214506
R883670,R850736
R347467,R314483
R926243,R750812
R513401,R929905
R511161,R423515
R679589,R265729
R426485,R934297
R569519,R533776
R417031,R652478
R167619,R489061
R883507,R672566
R805346,R311700
R667765,R393518
R371002,R761637
R581652,R963299
R190011,R124770
R339472,R520555
R175895,R772446
R551716,R584223
R959830,R621919
R720098,R608871
R543219,R301846
R561434,R269186
R953732,R935674
R909714,R804892
R645035,R661172
R587513,R432500
R390259,R255673
R947389,R466519
R690031,R689527
R533722,R943142
R305708,R524034
R117087,R689022
R866079,R526332
R312782,R246792
R674122,R587193
R524508,R362845
R823425,R174300
R228016,R148576
R515952,R645447
R762160,R983320
R144610,R745562
R816618,R523304
R646740,R673246
R846263,R695272
R120751,R725001
R228038,R371800
R316754,R707417
R740099,R614541
R642892,R556493
R673076,R126522
R244488,R188609
R986972,R382467
R163336,R256408
R569133,R858835
R317146,R138088
R951868,R206849
R310969,R416814
R121305,R333929
R668987,R895386
R802282,R667891
R143411,R611304
R266504,R919585
R436237,R842926
R308603,R313450
R743584,R902734
R907761,R265405
R880972,R520633
R263531,R233625
R969130,R351794
R659393,R797442
R853975,R411809
R630199,R610325
R821610,R288195
R654950,R679668
R334151,R349364
R437447,R572427
R280452,R162883
R793264,R273964
R599910,R293983
R813491,R612040
R433637,R709094
R346685,R310471
R809865,R930826
R285686,R428081
R520100,R652020
R498169,R650143
R129842,R515081
R134291,R814678
R411551,R886764
R426840,R772399
R452019,R611728
R966871,R503636
R981024,R879824
R271064,R490040
R485855,R646152
R990735,R936151
R691677,R748380
R974550,R376425
R266153,R184617
R272113,R587007
R372499,R716581
R270474,R351780
R516432,R287285
R805162,R914441
R795082,R253049
R522088,R263065
R185647,R504438
R698053,R114924
R412928,R534365
R182782,R129189
R542235,R699237
R301222,R907988
R953697,R698406
R663651,R500969
R862808,R490333
R440456,R307064
R526631,R895708
R109248,R819489
R356718,R182081
R650161,R420138
R788949,R171598
R908783,R539117
R730274,R797836
R584157,R704393
R800171,R677276
R358011,R442051
R988380,R124939
R882939,R790643
R458596,R323154
R168551,R958479
R798904,R200595
R560608,R489384
R248763,R684182
R982150,R886291
R429396,R283633
R877826,R569527
R559761,R693467
R254038,R358340
R267326,R138790
R756482,R656470
R335414,R146351
R859834,R420732
R293387,R765535
R462394,R111184
R345760,R968315
R951232,R427537
R198093,R629399
R951239,R925058
R840412,R585380
R976711,R181956
R244529,R988025
R802894,R228745
R447369,R956142
R703839,R155386
R727708,R541169
R262919,R973047
R893718,R701086
R853366,R513685
R790680,R753815
R953809,R219845
R213862,R379726
R488375,R515185
R868862,R316010
R377374,R704638
R462328,R333893
R275392,R284547
R331222,R489228
R366180,R882848
R779027,R100911
R832379,R390859
R519363,R409176
R221762,R868961
R987216,R835885
R902291,R559488
R343423,R321609
R672079,R507435
R552662,R430761
R173615,R476219
R656202,R506622
R458298,R630069
R732292,R948605
R215711,R956969
R191185,R771932
R765851,R176057
R160534,R695210
R106160,R736009
R779191,R670552
R415158,R895335
R690498,R713172
R725195,R947514
R238814,R913316
R374814,R342038
R402294,R993996
R891429,R618099
R857969,R713341
R137626,R479727
R909748,R912947
R361960,R906163
R405662,R311356
R940494,R855241
R735452,R156134
R122953,R942241
R554429,R452031
R697508,R606585
R706190,R821930
R451461,R418719
R662221,R480522
R778209,R127906
R977937,R212369
R719723,R508653
R258640,R213953
R573914,R307372
R610577,R695990
R532240,R455457
R188442,R236088
R325695,R424766
R681002,R762210
R988396,R666928
R797624,R861273
R694437,R447137
R132573,R633570
R188978,R950120
R190186,R457605
R585057,R977391
R328678,R451519
R457972,R319595
R620306,R974601
R778061,R649433
R121567,R850483
R913518,R175482
R861420,R650942
R615168,R110080
R664824,R766283
R538934,R205156
R120232,R183816
R204821,R857417
R982373,R662963
R168585,R591780
R488023,R838756
R169936,R733105
R549998,R454977
R430714,R675286
R744963,R410039
R454530,R777307
R112981,R431622
R292523,R457890
R509667,R521362
R373985,R816675
R540682,R362474
R254656,R250239
R737926,R105105
R367942,R917317
R775722,R903889
R608159,R797821
R131186,R161055
R887619,R985413
R510044,R387870
R693106,R521514
R640769,R243381
R538008,R378205
R918429,R986913
R125106,R473837
R518204,R903332
R657254,R230907
R413282,R237184
R357134,R912180
R568339,R177539
R119355,R153382
R974248,R769126
R369264,R417816
R131940,R461254
R440328,R888663
R532350,R451312
R425069,R223915
R147866,R474421
R204511,R608678
R324835,R461604
R378188,R937141
R991455,R345739
R626683,R398912
R482667,R610072
R991230,R950787
R780614,R673254
R760330,R814301
R221614,R575919
R350019,R788694
R559067,R716622
R277301,R841766
R467073,R131297
R226560,R558696
R345377,R399967
R974532,R759238
R476996,R413011
R721523,R782381
R109786,R751212
R484138,R218161
R368491,R690260
R264043,R747493
R560400,R542398
R517360,R500160
R301754,R590168
R197872,R730067
R953924,R375329
R203641,R201245
R578272,R990437
R586764,R808845
R943709,R987716
R587064,R779374
R129240,R747618
R276689,R578067
R461098,R409167
R951110,R270542
R113074,R275187
